Sale_ID,Brand,Model_Type,Year,Fuel_Type,Transmission,Color,Region,Units_Sold,Selling Price per unit ,Revenue_USD,Customer_Rating,Dealer_ID,Warranty_Years,manufacture price per unit
2106,Hyundai,Convertible,2016,Electric,Automatic,Black,South,144,28430,4093920,4.1,5431,5,24730
2176,Ford,Sedan,2021,Hybrid,Manual,Black,East,389,24814,9652646,4.6,4061,5,21114
2189,Hyundai,Truck,2022,Hybrid,Automatic,Black,North,335,13622,4563370,4.8,3550,5,9922
2196,Hyundai,SUV,2017,Hybrid,Manual,Black,North,183,25335,4636305,4.7,4614,5,21635
2205,Hyundai,Coupe,2023,Hybrid,Manual,Black,South,248,43217,10717816,4.4,6307,5,39517
2233,Honda,Sedan,2017,Petrol,Manual,Black,West,179,62679,11219541,3.8,3899,5,58979
2244,Toyota,Convertible,2017,Petrol,Automatic,Black,East,148,33376,4939648,4.5,8205,5,29676
2262,Toyota,Sedan,2017,Electric,Manual,Black,South,148,60257,8918036,4.1,7754,5,56557
2306,Toyota,Hatchback,2010,Electric,Automatic,Black,West,349,48399,16891251,3.7,8201,5,44699
2368,Audi,Coupe,2010,Electric,Manual,Black,East,60,47649,2858940,4.2,3090,5,43949
2383,Audi,Truck,2018,Electric,Automatic,Black,South,372,22020,8191440,4.1,3145,5,18320
2394,Kia,Sedan,2012,Diesel,Automatic,Black,East,121,68095,8239495,4.6,2245,5,64395
2414,Nissan,SUV,2017,Petrol,Manual,Black,West,88,30966,2725008,3.8,2992,5,27266
2438,Toyota,Truck,2016,Electric,Manual,Black,North,451,36831,16610781,3.3,9216,5,33131
2482,Volkswagen,Convertible,2013,Electric,Automatic,Black,East,10,42219,422190,2.8,1676,5,38519
2488,Ford,Coupe,2015,Petrol,Automatic,Black,North,456,51666,23559696,4.6,1665,5,47966
2508,Hyundai,Convertible,2011,Diesel,Manual,Black,East,31,33251,1030781,5,3058,5,29551
2528,Nissan,Truck,2018,Hybrid,Automatic,Black,East,151,60578,9147278,4.5,4473,5,56878
2557,Kia,Convertible,2013,Hybrid,Manual,Black,South,424,67133,28464392,5,4549,5,63433
2571,Audi,Convertible,2020,Petrol,Manual,Black,West,363,42199,15318237,3.9,9407,5,38499
2579,Chevrolet,Hatchback,2013,Diesel,Manual,Black,South,421,42712,17981752,3.7,9057,5,39012
2588,Kia,Coupe,2012,Petrol,Automatic,Black,East,86,27371,2353906,4.2,5769,5,23671
2593,Volkswagen,Truck,2022,Petrol,Manual,Black,West,124,70630,8758120,3.3,7390,5,66930
2633,Hyundai,Convertible,2024,Electric,Automatic,Black,East,164,16934,2777176,3.8,7870,5,13234
2635,Chevrolet,Truck,2022,Electric,Automatic,Black,North,398,27628,10995944,3.8,9808,5,23928
2652,Kia,Sedan,2011,Petrol,Manual,Black,West,57,31933,1820181,3.7,3709,5,28233
2727,Volkswagen,Truck,2016,Petrol,Manual,Black,North,488,68827,33587576,3.2,8542,5,65127
2729,Nissan,Truck,2021,Petrol,Manual,Black,South,255,30604,7804020,4.9,9728,5,26904
2750,Ford,Hatchback,2023,Hybrid,Automatic,Black,South,56,54752,3066112,3.1,5429,5,51052
2752,Nissan,Convertible,2014,Petrol,Manual,Black,North,19,47932,910708,3.8,9584,5,44232
2812,BMW,Coupe,2021,Electric,Manual,Black,East,442,56003,24753326,4.9,2096,5,52303
2834,Chevrolet,Hatchback,2023,Diesel,Manual,Black,West,10,10889,108890,4.8,4873,5,7189
2838,Ford,SUV,2022,Hybrid,Manual,Black,South,387,46928,18161136,3.4,7292,5,43228
2924,Toyota,SUV,2015,Hybrid,Automatic,Black,West,225,58866,13244850,3.2,3561,5,55166
2926,Toyota,Coupe,2014,Electric,Automatic,Black,West,483,25816,12469128,4.3,1828,5,22116
2954,Honda,Coupe,2015,Electric,Manual,Black,West,173,58844,10180012,2.9,4843,5,55144
3006,Honda,SUV,2019,Petrol,Automatic,Black,West,16,68190,1091040,2.6,7014,5,64490
3065,Audi,Hatchback,2012,Electric,Manual,Black,East,225,50149,11283525,3.8,6010,5,46449
3124,Audi,Sedan,2016,Diesel,Automatic,Black,South,440,74589,32819160,4.2,3248,5,70889
3181,Hyundai,Hatchback,2021,Hybrid,Manual,Black,North,387,10576,4092912,4,8101,5,6876
3199,Nissan,SUV,2017,Diesel,Automatic,Black,South,470,65873,30960310,4.6,9758,5,62173
3263,Kia,Coupe,2015,Petrol,Automatic,Black,East,479,65424,31338096,4,9204,5,61724
3272,Honda,Hatchback,2018,Electric,Manual,Black,East,470,33695,15836650,4.9,5582,5,29995
3293,Honda,Hatchback,2019,Diesel,Manual,Black,North,354,16140,5713560,4.6,6236,5,12440
3296,Toyota,Truck,2019,Electric,Automatic,Black,South,261,32141,8388801,4.3,7933,5,28441
3335,Toyota,Coupe,2013,Hybrid,Manual,Black,East,129,68251,8804379,3.7,6695,5,64551
3379,Nissan,Truck,2024,Diesel,Manual,Black,East,344,72068,24791392,4.3,7547,5,68368
3415,Toyota,Truck,2015,Diesel,Manual,Black,South,157,66991,10517587,3.3,9364,5,63291
3486,Nissan,SUV,2021,Hybrid,Manual,Black,South,270,26272,7093440,3.1,6819,5,22572
3506,Audi,Sedan,2014,Petrol,Manual,Black,South,481,54262,26100022,4.6,3196,5,50562
3579,Honda,Sedan,2018,Diesel,Automatic,Black,West,22,57852,1272744,4.1,4478,5,54152
3584,Toyota,Hatchback,2017,Petrol,Manual,Black,West,273,75353,20571369,3.8,6093,5,71653
3592,Kia,SUV,2020,Hybrid,Manual,Black,East,392,50653,19855976,4.4,6150,5,46953
3614,Toyota,Truck,2017,Hybrid,Automatic,Black,South,325,50478,16405350,3.5,1328,5,46778
3674,Chevrolet,Coupe,2016,Petrol,Manual,Black,South,194,44999,8729806,3.7,7326,5,41299
3704,Kia,Hatchback,2020,Hybrid,Manual,Black,North,134,51409,6888806,4.6,9431,5,47709
3724,Chevrolet,Coupe,2015,Petrol,Manual,Black,West,167,62972,10516324,4.5,9689,5,59272
3733,Toyota,SUV,2024,Hybrid,Automatic,Black,East,193,44055,8502615,3.8,9595,5,40355
3754,Ford,Sedan,2017,Hybrid,Manual,Black,South,177,13924,2464548,2.7,4689,5,10224
3767,BMW,Convertible,2010,Petrol,Manual,Black,North,158,39839,6294562,4.8,8924,5,36139
3772,Honda,Truck,2011,Diesel,Automatic,Black,East,288,18568,5347584,4.7,6481,5,14868
3831,Honda,Hatchback,2017,Diesel,Automatic,Black,North,131,64590,8461290,4,4895,5,60890
3835,BMW,Hatchback,2018,Petrol,Manual,Black,West,324,61031,19774044,3.6,4332,5,57331
3843,BMW,SUV,2023,Diesel,Automatic,Black,South,406,78025,31678150,3.3,6079,5,74325
3894,Chevrolet,SUV,2010,Electric,Automatic,Black,North,206,68204,14050024,4.4,8767,5,64504
3909,Audi,Convertible,2024,Petrol,Manual,Black,South,34,77670,2640780,4.5,1303,5,73970
3922,Ford,Truck,2016,Electric,Manual,Black,West,187,35826,6699462,4.3,1492,5,32126
3926,Chevrolet,Sedan,2016,Electric,Automatic,Black,West,213,10258,2184954,4.2,9536,5,6558
3935,Ford,Hatchback,2024,Hybrid,Manual,Black,North,435,68031,29593485,4.4,3910,5,64331
3965,Honda,SUV,2013,Diesel,Automatic,Black,East,158,36532,5772056,2.5,8764,5,32832
4008,BMW,SUV,2010,Electric,Manual,Black,South,137,11636,1594132,4.1,7784,5,7936
4037,BMW,Coupe,2022,Electric,Automatic,Black,West,105,11905,1250025,4.7,1702,5,8205
4040,Kia,SUV,2020,Petrol,Manual,Black,East,477,26734,12752118,3.6,8127,5,23034
4087,Honda,SUV,2018,Diesel,Automatic,Black,South,256,31305,8014080,4.8,3585,5,27605
4093,Ford,Hatchback,2021,Hybrid,Manual,Black,West,229,53201,12183029,3.6,5104,5,49501
4164,Ford,Truck,2012,Petrol,Manual,Black,South,435,46404,20185740,3.3,3602,5,42704
4233,Nissan,Truck,2018,Hybrid,Automatic,Black,East,68,18043,1226924,3.7,3441,5,14343
4272,Hyundai,SUV,2010,Diesel,Manual,Black,North,429,62166,26669214,3.2,8640,5,58466
4279,Hyundai,Coupe,2023,Hybrid,Automatic,Black,North,484,11732,5678288,2.9,1641,5,8032
4304,Ford,Convertible,2010,Petrol,Manual,Black,East,313,50957,15949541,4.7,9380,5,47257
4330,Kia,Sedan,2019,Petrol,Manual,Black,East,88,10910,960080,2.9,6155,5,7210
4374,Hyundai,Convertible,2016,Diesel,Automatic,Black,West,294,30519,8972586,2.9,5717,5,26819
4391,BMW,Sedan,2013,Electric,Automatic,Black,North,265,24919,6603535,3.2,2481,5,21219
4414,Audi,Sedan,2020,Diesel,Automatic,Black,West,42,60502,2541084,3.1,6185,5,56802
4440,Nissan,Truck,2022,Diesel,Manual,Black,South,22,73140,1609080,4.8,7207,5,69440
4533,Kia,Truck,2013,Electric,Automatic,Black,North,49,47522,2328578,4.6,7499,5,43822
4544,Chevrolet,SUV,2018,Diesel,Manual,Black,West,124,31810,3944440,2.7,1034,5,28110
4555,BMW,Hatchback,2024,Petrol,Automatic,Black,South,124,39277,4870348,3.6,5133,5,35577
4596,Chevrolet,Convertible,2013,Hybrid,Manual,Black,South,225,56006,12601350,4.4,8957,5,52306
4620,Kia,SUV,2024,Electric,Manual,Black,South,369,67027,24732963,4.3,7577,5,63327
4625,Hyundai,Hatchback,2012,Petrol,Automatic,Black,South,471,59604,28073484,4.7,3695,5,55904
4804,Toyota,Hatchback,2015,Electric,Manual,Black,East,370,33393,12355410,4.6,2532,5,29693
4875,Kia,SUV,2017,Hybrid,Manual,Black,North,368,27928,10277504,4.7,8814,5,24228
4884,Audi,Truck,2022,Petrol,Automatic,Black,West,26,69225,1799850,5,8476,5,65525
4917,Ford,Sedan,2016,Hybrid,Automatic,Black,West,477,41551,19819827,4.4,7168,5,37851
4934,Ford,Truck,2023,Hybrid,Automatic,Black,North,161,36783,5922063,5,7069,5,33083
4949,Ford,Coupe,2019,Hybrid,Automatic,Black,North,165,21498,3547170,4,7983,5,17798
4962,Volkswagen,Hatchback,2016,Electric,Manual,Black,East,304,69949,21264496,4.9,3872,5,66249
4967,Honda,Truck,2016,Petrol,Automatic,Black,South,274,29612,8113688,2.7,2523,5,25912
5006,Kia,Convertible,2023,Electric,Automatic,Black,East,112,29054,3254048,3.5,1850,5,25354
5046,BMW,SUV,2013,Diesel,Automatic,Black,East,71,58805,4175155,3,3199,5,55105
5049,Chevrolet,Sedan,2019,Petrol,Automatic,Black,West,344,36009,12387096,4.8,2311,5,32309
5063,Honda,Convertible,2018,Electric,Manual,Black,West,11,79830,878130,3.3,3746,5,76130
5065,Nissan,Coupe,2020,Petrol,Automatic,Black,South,158,69536,10986688,4.5,5676,5,65836
5066,Toyota,Coupe,2014,Electric,Manual,Black,South,151,57246,8644146,3.7,2161,5,53546
5072,Audi,Truck,2022,Electric,Manual,Black,South,350,13766,4818100,3.1,3209,5,10066
5082,Kia,Hatchback,2015,Petrol,Manual,Black,West,75,16035,1202625,3.4,3867,5,12335
5093,Volkswagen,Hatchback,2019,Hybrid,Automatic,Black,South,153,72603,11108259,4.8,7625,5,68903
5098,Honda,Truck,2024,Hybrid,Automatic,Black,West,308,66258,20407464,4.5,3895,5,62558
5114,Chevrolet,Hatchback,2015,Diesel,Manual,Black,West,183,21853,3999099,2.9,6853,5,18153
5162,BMW,Convertible,2011,Diesel,Manual,Black,East,38,37224,1414512,4.5,6255,5,33524
5182,BMW,Coupe,2018,Diesel,Manual,Black,North,366,33227,12161082,4.2,8514,5,29527
5191,Kia,Coupe,2010,Petrol,Automatic,Black,North,421,13696,5766016,4.1,6099,5,9996
5199,Hyundai,SUV,2010,Electric,Automatic,Black,North,420,43743,18372060,3.7,9260,5,40043
5221,Honda,Sedan,2011,Petrol,Automatic,Black,South,492,67829,33371868,4.7,8318,5,64129
5223,Hyundai,Hatchback,2014,Hybrid,Manual,Black,West,386,25485,9837210,4.9,5559,5,21785
5244,Ford,Coupe,2012,Hybrid,Manual,Black,South,118,54812,6467816,3.6,5093,5,51112
5245,Nissan,Truck,2012,Diesel,Manual,Black,North,332,16305,5413260,3,4663,5,12605
5252,Kia,Truck,2019,Electric,Automatic,Black,South,454,22515,10221810,2.6,4581,5,18815
5291,Hyundai,Truck,2020,Electric,Manual,Black,South,282,41706,11761092,4.6,3419,5,38006
5301,Kia,Sedan,2021,Electric,Manual,Black,West,30,41803,1254090,3.7,6596,5,38103
5316,Chevrolet,Hatchback,2021,Diesel,Manual,Black,East,126,18272,2302272,4.1,6259,5,14572
5348,Hyundai,Hatchback,2018,Electric,Manual,Black,West,63,39258,2473254,4.2,1875,5,35558
5363,Honda,Hatchback,2020,Electric,Automatic,Black,South,438,37387,16375506,4.4,7017,5,33687
5373,Hyundai,Sedan,2012,Petrol,Automatic,Black,East,307,22567,6928069,4.9,6293,5,18867
5374,Honda,Convertible,2021,Electric,Automatic,Black,South,154,16857,2595978,4.2,5680,5,13157
5390,Ford,Sedan,2024,Electric,Automatic,Black,South,414,11004,4555656,3,1047,5,7304
5417,Audi,SUV,2021,Hybrid,Automatic,Black,West,462,34685,16024470,2.9,5678,5,30985
5463,Volkswagen,Sedan,2019,Petrol,Automatic,Black,South,467,24658,11515286,2.7,6281,5,20958
5485,Volkswagen,Convertible,2024,Hybrid,Manual,Black,South,220,34516,7593520,4.4,8475,5,30816
7,Ford,SUV,2019,Diesel,Automatic,Gray,West,404,54638,22073752,5,6942,5,50938
10,Audi,Sedan,2024,Electric,Automatic,Gray,North,486,53532,26016552,3.3,5900,5,49832
74,Audi,SUV,2015,Diesel,Automatic,Gray,North,406,74842,30385852,4.2,1336,5,71142
89,Nissan,Truck,2011,Petrol,Automatic,Gray,South,85,24932,2119220,3.1,6984,5,21232
92,Toyota,SUV,2014,Electric,Manual,Gray,West,365,24387,8901255,3.8,3066,5,20687
101,Honda,Convertible,2020,Electric,Manual,Gray,South,342,41455,14177610,4.4,4698,5,37755
158,Ford,Sedan,2013,Hybrid,Manual,Gray,North,390,57950,22600500,4.3,4130,5,54250
162,Nissan,Hatchback,2020,Electric,Manual,Gray,South,94,10819,1016986,4.2,3796,5,7119
218,Kia,Truck,2019,Diesel,Manual,Gray,North,309,69175,21375075,4.3,9236,5,65475
285,Hyundai,Hatchback,2019,Hybrid,Manual,Gray,South,486,50482,24534252,2.9,6505,5,46782
297,Audi,Truck,2018,Electric,Automatic,Gray,North,414,18102,7494228,4.9,2840,5,14402
351,Kia,Truck,2019,Electric,Automatic,Gray,East,93,47723,4438239,4.3,8709,5,44023
447,Ford,Convertible,2011,Petrol,Automatic,Gray,South,58,10946,634868,2.5,4634,5,7246
456,Volkswagen,Coupe,2019,Diesel,Automatic,Gray,South,267,46171,12327657,3.7,6339,5,42471
465,Volkswagen,Convertible,2017,Electric,Automatic,Gray,North,252,33753,8505756,3.9,8935,5,30053
475,Honda,Sedan,2014,Petrol,Manual,Gray,East,320,19407,6210240,3.5,8085,5,15707
565,Kia,SUV,2020,Hybrid,Manual,Gray,East,451,58720,26482720,4.1,4212,5,55020
615,Volkswagen,Hatchback,2023,Diesel,Automatic,Gray,East,26,17986,467636,2.9,9927,5,14286
686,Honda,Hatchback,2018,Electric,Automatic,Gray,North,266,40322,10725652,2.6,1522,5,36622
735,Kia,SUV,2016,Electric,Automatic,Gray,East,21,77085,1618785,4.3,4695,5,73385
736,Kia,Coupe,2010,Diesel,Manual,Gray,North,148,54467,8061116,4.4,1523,5,50767
785,Nissan,Hatchback,2011,Petrol,Manual,Gray,North,319,15830,5049770,2.7,4603,5,12130
840,Nissan,SUV,2019,Petrol,Automatic,Gray,North,398,29432,11713936,4.1,9644,5,25732
845,Ford,SUV,2013,Diesel,Manual,Gray,North,459,32393,14868387,4.4,1558,5,28693
899,Hyundai,Coupe,2021,Electric,Automatic,Gray,West,227,66779,15158833,4.7,1672,5,63079
913,Hyundai,Convertible,2018,Diesel,Manual,Gray,East,213,57136,12169968,4.1,6404,5,53436
927,Honda,Coupe,2021,Electric,Manual,Gray,West,146,79730,11640580,2.7,2112,5,76030
931,Nissan,Convertible,2013,Diesel,Automatic,Gray,South,212,16671,3534252,3,2923,5,12971
949,Hyundai,SUV,2012,Petrol,Automatic,Gray,North,165,77658,12813570,3.6,1159,5,73958
984,Ford,Convertible,2012,Petrol,Manual,Gray,South,260,34229,8899540,4.6,2833,5,30529
1026,Chevrolet,Coupe,2021,Electric,Automatic,Gray,South,180,16898,3041640,3.4,3373,5,13198
1034,Audi,SUV,2021,Hybrid,Manual,Gray,East,442,21104,9327968,3.2,7666,5,17404
1052,Ford,Truck,2012,Hybrid,Manual,Gray,North,89,25232,2245648,4.5,9806,5,21532
1077,Toyota,SUV,2019,Petrol,Automatic,Gray,East,91,69892,6360172,4.9,4705,5,66192
1079,Toyota,SUV,2014,Electric,Manual,Gray,North,124,25653,3180972,4,8043,5,21953
1093,Toyota,SUV,2016,Electric,Automatic,Gray,West,291,44336,12901776,4.7,1797,5,40636
1094,Honda,SUV,2019,Electric,Automatic,Gray,North,186,35436,6591096,4.5,8266,5,31736
1114,Chevrolet,Coupe,2016,Diesel,Manual,Gray,East,248,77557,19234136,3.5,5233,5,73857
1130,Nissan,Hatchback,2012,Diesel,Automatic,Gray,South,82,64924,5323768,4.7,1776,5,61224
1135,Audi,SUV,2014,Hybrid,Automatic,Gray,North,227,63274,14363198,4.5,5775,5,59574
1142,Kia,Truck,2024,Electric,Manual,Gray,North,35,63532,2223620,2.7,7335,5,59832
1168,Nissan,Hatchback,2012,Petrol,Manual,Gray,West,326,18769,6118694,3.6,2871,5,15069
1189,Kia,Hatchback,2015,Hybrid,Automatic,Gray,East,123,34810,4281630,4.9,8577,5,31110
1199,Toyota,Sedan,2014,Electric,Automatic,Gray,North,271,77975,21131225,4.4,8164,5,74275
1200,Audi,Convertible,2012,Petrol,Manual,Gray,North,106,20019,2122014,2.8,4014,5,16319
1254,Volkswagen,Sedan,2023,Diesel,Manual,Gray,East,110,25298,2782780,4.7,2503,5,21598
1328,Volkswagen,Sedan,2013,Diesel,Manual,Gray,North,124,45516,5643984,3.4,9467,5,41816
1342,Ford,Sedan,2012,Hybrid,Automatic,Gray,North,388,65617,25459396,3.5,3336,5,61917
1424,Chevrolet,Coupe,2014,Diesel,Manual,Gray,East,198,64711,12812778,2.7,9376,5,61011
1462,Nissan,Hatchback,2012,Petrol,Manual,Gray,East,494,39000,19266000,3.7,1538,5,35300
1475,Chevrolet,Truck,2021,Petrol,Manual,Gray,South,224,68235,15284640,3.1,8289,5,64535
1491,Honda,Sedan,2021,Hybrid,Manual,Gray,South,442,75263,33266246,4.7,6137,5,71563
1510,Volkswagen,SUV,2019,Hybrid,Manual,Gray,East,154,46135,7104790,4.1,4789,5,42435
1523,Hyundai,Sedan,2024,Hybrid,Manual,Gray,West,110,64236,7065960,4.4,2187,5,60536
1535,Kia,SUV,2018,Hybrid,Manual,Gray,North,243,67295,16352685,3.7,2905,5,63595
1584,Audi,Coupe,2020,Hybrid,Automatic,Gray,North,406,24444,9924264,3.2,9452,5,20744
1636,Chevrolet,Hatchback,2019,Hybrid,Manual,Gray,West,128,61933,7927424,3.2,3166,5,58233
1703,Honda,Coupe,2021,Hybrid,Automatic,Gray,West,491,31312,15374192,3.9,6370,5,27612
1761,Chevrolet,Sedan,2020,Petrol,Automatic,Gray,South,342,40392,13814064,3.3,6896,5,36692
1778,BMW,Coupe,2020,Petrol,Manual,Gray,North,441,31199,13758759,3.7,1435,5,27499
1815,Nissan,Convertible,2012,Hybrid,Manual,Gray,West,164,39205,6429620,3.4,5960,5,35505
1846,Toyota,Hatchback,2017,Hybrid,Manual,Gray,North,419,13045,5465855,3.8,1290,5,9345
1867,Kia,Coupe,2012,Hybrid,Manual,Gray,West,230,19127,4399210,3.1,2352,5,15427
1880,Hyundai,Convertible,2022,Electric,Manual,Gray,West,197,49323,9716631,4,9536,5,45623
1922,Honda,Sedan,2015,Electric,Manual,Gray,East,478,11496,5495088,3.4,5133,5,7796
1923,Honda,SUV,2011,Hybrid,Automatic,Gray,East,429,71263,30571827,2.7,4703,5,67563
1938,BMW,Hatchback,2024,Electric,Manual,Gray,North,24,41475,995400,4.1,5262,5,37775
1973,Ford,Truck,2016,Petrol,Manual,Gray,West,309,67498,20856882,3,7744,5,63798
1984,Kia,Coupe,2022,Hybrid,Automatic,Gray,South,80,57601,4608080,3.6,7097,5,53901
2000,Ford,Convertible,2024,Hybrid,Manual,Gray,West,30,40222,1206660,3.8,4738,5,36522
2001,Volkswagen,Convertible,2023,Electric,Automatic,Gray,East,106,19640,2081840,3.1,4625,5,15940
2004,Chevrolet,Hatchback,2022,Hybrid,Automatic,Gray,South,405,67707,27421335,4.6,9896,5,64007
2078,Honda,Truck,2012,Diesel,Automatic,Gray,East,109,55292,6026828,3.7,7794,5,51592
2231,Honda,SUV,2011,Diesel,Automatic,Gray,North,475,41285,19610375,2.9,6228,5,37585
2232,BMW,Hatchback,2019,Petrol,Automatic,Gray,West,163,52446,8548698,3.1,2542,5,48746
2259,Hyundai,Sedan,2023,Petrol,Manual,Gray,South,188,47031,8841828,2.9,1186,5,43331
2263,Kia,Coupe,2019,Electric,Manual,Gray,South,456,20015,9126840,3.6,4388,5,16315
2273,Kia,Convertible,2014,Diesel,Automatic,Gray,East,64,27248,1743872,3,2575,5,23548
2315,Volkswagen,SUV,2010,Hybrid,Automatic,Gray,North,123,35414,4355922,4.8,3365,5,31714
2322,Honda,SUV,2020,Petrol,Automatic,Gray,East,36,79499,2861964,3.7,1006,5,75799
2326,Honda,Coupe,2011,Electric,Manual,Gray,North,496,76860,38122560,4.5,7990,5,73160
2397,Chevrolet,Sedan,2014,Diesel,Manual,Gray,West,496,50323,24960208,4.6,1115,5,46623
2437,BMW,Convertible,2019,Diesel,Manual,Gray,North,143,26943,3852849,2.9,8998,5,23243
2439,Kia,Sedan,2013,Hybrid,Automatic,Gray,North,316,52044,16445904,4.2,5395,5,48344
2442,Ford,Coupe,2012,Hybrid,Manual,Gray,East,440,69439,30553160,4.4,8881,5,65739
2457,Hyundai,Coupe,2016,Petrol,Automatic,Gray,East,155,24905,3860275,3.2,2838,5,21205
2481,Chevrolet,SUV,2014,Diesel,Manual,Gray,North,393,42948,16878564,4.6,2649,5,39248
2504,Audi,Hatchback,2016,Electric,Automatic,Gray,East,171,69753,11927763,2.9,1795,5,66053
2624,Audi,Coupe,2023,Petrol,Automatic,Gray,North,209,72474,15147066,4.2,1005,5,68774
2647,BMW,Hatchback,2015,Hybrid,Manual,Gray,West,420,16286,6840120,4.5,1449,5,12586
2725,Hyundai,Coupe,2013,Hybrid,Automatic,Gray,North,237,13063,3095931,2.7,4121,5,9363
2758,Nissan,Hatchback,2019,Petrol,Manual,Gray,South,145,32968,4780360,3.1,7252,5,29268
2763,Volkswagen,Sedan,2024,Diesel,Automatic,Gray,North,88,76776,6756288,4,4892,5,73076
2807,Kia,Convertible,2014,Petrol,Manual,Gray,South,105,53113,5576865,4.8,6596,5,49413
2813,Nissan,Hatchback,2017,Diesel,Manual,Gray,North,16,14949,239184,3.6,1969,5,11249
2856,Nissan,Truck,2019,Hybrid,Automatic,Gray,West,298,28645,8536210,2.7,9135,5,24945
2857,Kia,Convertible,2016,Diesel,Automatic,Gray,North,58,11023,639334,4.9,1281,5,7323
2861,Ford,Truck,2022,Diesel,Manual,Gray,East,185,41575,7691375,3.1,1143,5,37875
2907,Hyundai,Hatchback,2014,Hybrid,Automatic,Gray,East,29,46900,1360100,3.5,9821,5,43200
2947,Chevrolet,Coupe,2019,Diesel,Manual,Gray,South,404,60775,24553100,2.6,2291,5,57075
2966,Ford,SUV,2019,Hybrid,Automatic,Gray,South,177,61516,10888332,3.8,8892,5,57816
3063,Honda,Sedan,2015,Petrol,Manual,Gray,West,373,53937,20118501,3.5,4549,5,50237
3137,Nissan,Truck,2012,Hybrid,Automatic,Gray,South,46,25361,1166606,4.9,5730,5,21661
3157,Honda,SUV,2016,Hybrid,Manual,Gray,South,99,48172,4769028,2.8,5259,5,44472
3170,Toyota,Sedan,2020,Petrol,Automatic,Gray,West,91,12162,1106742,2.6,9911,5,8462
3186,Audi,Convertible,2021,Petrol,Manual,Gray,North,84,62713,5267892,3,4473,5,59013
3209,Nissan,Truck,2023,Petrol,Automatic,Gray,South,137,37324,5113388,2.6,6081,5,33624
3228,Hyundai,Coupe,2018,Diesel,Manual,Gray,East,454,23875,10839250,4.2,6400,5,20175
3290,Toyota,SUV,2015,Electric,Manual,Gray,East,47,41099,1931653,3.3,9139,5,37399
3304,Chevrolet,Convertible,2018,Hybrid,Manual,Gray,North,278,66004,18349112,2.6,6196,5,62304
3310,BMW,Sedan,2016,Hybrid,Automatic,Gray,North,360,22501,8100360,3.4,3550,5,18801
3337,Chevrolet,Sedan,2023,Electric,Automatic,Gray,North,449,21408,9612192,3.2,5173,5,17708
3355,Chevrolet,Convertible,2015,Electric,Automatic,Gray,East,202,52392,10583184,3.2,6539,5,48692
3373,Kia,Sedan,2015,Electric,Automatic,Gray,North,435,79753,34692555,2.5,2222,5,76053
3396,Nissan,Coupe,2018,Hybrid,Manual,Gray,West,78,46347,3615066,3.6,8493,5,42647
3411,BMW,Sedan,2015,Diesel,Automatic,Gray,South,250,10741,2685250,2.8,7817,5,7041
3424,Chevrolet,Truck,2012,Petrol,Automatic,Gray,East,89,21908,1949812,4.3,3121,5,18208
3498,Nissan,SUV,2021,Petrol,Manual,Gray,North,244,79346,19360424,3.7,7590,5,75646
3519,Chevrolet,Sedan,2021,Electric,Automatic,Gray,East,19,78381,1489239,2.9,7238,5,74681
3552,Nissan,SUV,2013,Electric,Manual,Gray,North,109,62540,6816860,4,7033,5,58840
3562,Audi,Truck,2023,Diesel,Manual,Gray,West,154,76523,11784542,4,6237,5,72823
3581,Toyota,Sedan,2018,Electric,Manual,Gray,East,207,46890,9706230,4.9,7069,5,43190
3582,Chevrolet,Truck,2014,Hybrid,Manual,Gray,West,187,39394,7366678,2.6,6479,5,35694
3599,Honda,Coupe,2012,Electric,Manual,Gray,North,82,64142,5259644,4.7,2249,5,60442
3602,Honda,SUV,2018,Diesel,Manual,Gray,North,302,56891,17181082,4.6,3902,5,53191
3604,Volkswagen,Convertible,2015,Hybrid,Manual,Gray,North,334,12003,4009002,4.2,6383,5,8303
3658,Nissan,SUV,2015,Electric,Manual,Gray,South,163,71806,11704378,4.9,5715,5,68106
3662,Honda,Convertible,2010,Petrol,Automatic,Gray,East,234,62497,14624298,4.3,9632,5,58797
3696,Volkswagen,Truck,2014,Electric,Manual,Gray,South,25,23538,588450,3.1,1961,5,19838
3758,Toyota,Convertible,2021,Electric,Manual,Gray,North,65,26918,1749670,2.6,8825,5,23218
3794,Kia,Truck,2022,Diesel,Manual,Gray,West,484,62158,30084472,2.8,8096,5,58458
3800,Audi,Coupe,2018,Petrol,Manual,Gray,South,272,59909,16295248,3.9,4048,5,56209
3801,Nissan,SUV,2023,Diesel,Automatic,Gray,West,133,76454,10168382,2.7,9761,5,72754
3807,Kia,Convertible,2020,Hybrid,Automatic,Gray,West,461,44575,20549075,4.8,7418,5,40875
3821,Chevrolet,Hatchback,2023,Electric,Manual,Gray,South,168,35094,5895792,3.7,8031,5,31394
3956,Toyota,Coupe,2011,Petrol,Manual,Gray,East,211,58829,12412919,2.6,5170,5,55129
3987,Toyota,Convertible,2015,Petrol,Manual,Gray,North,177,74760,13232520,3.5,9720,5,71060
4033,Ford,Sedan,2020,Hybrid,Automatic,Gray,West,47,56772,2668284,4.5,7707,5,53072
4034,BMW,Sedan,2016,Electric,Manual,Gray,South,425,39564,16814700,4.8,1740,5,35864
4036,Toyota,SUV,2019,Hybrid,Manual,Gray,North,71,22251,1579821,3.7,9891,5,18551
